locus_tag	ftype	length_bp	gene	EC_number	COG	product
DLIDFOLG_01510	CDS	1224	pepP	3.4.11.9	COG0006	Xaa-Pro aminopeptidase
DLIDFOLG_01511	CDS	585				hypothetical protein
DLIDFOLG_01512	CDS	330	zapA		COG3027	Cell division protein ZapA
DLIDFOLG_01513	CDS	597	ygfA	6.3.3.2	COG0212	5-formyltetrahydrofolate cyclo-ligase
DLIDFOLG_01514	CDS	1233	serA	1.1.1.95	COG0111	D-3-phosphoglycerate dehydrogenase
DLIDFOLG_01515	CDS	660	rpiA	5.3.1.6	COG0120	Ribose-5-phosphate isomerase A
DLIDFOLG_01516	CDS	894	argP_1		COG0583	HTH-type transcriptional regulator ArgP
DLIDFOLG_01517	CDS	768			COG2968	26 kDa periplasmic immunogenic protein
DLIDFOLG_01518	CDS	636	argO		COG1279	Arginine exporter protein ArgO
DLIDFOLG_01519	CDS	858	mscS		COG0668	Small-conductance mechanosensitive channel
DLIDFOLG_01520	CDS	1080	fbaA	4.1.2.13	COG0191	Fructose-bisphosphate aldolase class 2
DLIDFOLG_01521	CDS	1164	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
DLIDFOLG_01522	CDS	1029	epd	1.2.1.72	COG0057	D-erythrose-4-phosphate dehydrogenase
DLIDFOLG_01523	CDS	753	tktA_1	2.2.1.1	COG0021	Transketolase 1
DLIDFOLG_01524	CDS	195	pspD			Phage shock protein D
DLIDFOLG_01525	CDS	360	pspC		COG1983	Phage shock protein C
DLIDFOLG_01526	CDS	225	pspB			Phage shock protein B
DLIDFOLG_01527	CDS	669	pspA		COG1842	Phage shock protein A
DLIDFOLG_01528	CDS	975	pspF		COG1221	Psp operon transcriptional activator
DLIDFOLG_01529	CDS	1104	norB			Quinolone resistance protein NorB
DLIDFOLG_01530	CDS	150	prmC_2	2.1.1.297	COG2890	Release factor glutamine methyltransferase
DLIDFOLG_01531	CDS	393	ychQ		COG3094	Protein YchQ
DLIDFOLG_01532	CDS	813				hypothetical protein
DLIDFOLG_01533	CDS	1983	clpV1		COG0542	Protein ClpV1
DLIDFOLG_01534	CDS	723				hypothetical protein
DLIDFOLG_01535	CDS	492	hcpA_2		COG3157	Major exported protein
DLIDFOLG_01536	CDS	630	ompA_2			Outer membrane protein A
DLIDFOLG_01537	CDS	894	hoxN			High-affinity nickel transport protein
DLIDFOLG_01538	CDS	594	norW_1	1.18.1.-	COG1251	Nitric oxide reductase FlRd-NAD(+) reductase
DLIDFOLG_01539	CDS	213	astB_1	3.5.3.23		N-succinylarginine dihydrolase
DLIDFOLG_01540	CDS	171	astB_2	3.5.3.23	COG3724	N-succinylarginine dihydrolase
DLIDFOLG_01541	CDS	996	astE_1	3.5.1.96	COG2988	Succinylglutamate desuccinylase
DLIDFOLG_01542	CDS	1431	cycA_2		COG1113	D-serine/D-alanine/glycine transporter
DLIDFOLG_01543	CDS	1326	abaF_1			Fosfomycin resistance protein AbaF
DLIDFOLG_01544	CDS	801	ydcF		COG1434	Protein YdcF
DLIDFOLG_01545	CDS	1440	aldA	1.2.1.22	COG1012	Lactaldehyde dehydrogenase
DLIDFOLG_01546	CDS	999	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
DLIDFOLG_01547	CDS	159				hypothetical protein
DLIDFOLG_01548	CDS	393	ydfO		COG5562	putative protein YdfO
DLIDFOLG_01549	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
DLIDFOLG_01550	CDS	1209				hypothetical protein
DLIDFOLG_01551	CDS	354				hypothetical protein
DLIDFOLG_01552	CDS	519				hypothetical protein
DLIDFOLG_01553	CDS	204	ydfZ			Putative selenoprotein YdfZ
DLIDFOLG_01554	CDS	1029	zntB_2		COG0598	Zinc transport protein ZntB
DLIDFOLG_01555	CDS	1173	malY		COG1168	Protein MalY
DLIDFOLG_01556	CDS	1593	malX		COG1263	PTS system maltose-specific EIICB component
DLIDFOLG_01557	CDS	1029	malI		COG1609	Maltose regulon regulatory protein MalI
DLIDFOLG_01558	CDS	1506	ydgA		COG5339	Protein YdgA
DLIDFOLG_01559	CDS	1176	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase
DLIDFOLG_01560	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
DLIDFOLG_01561	CDS	1401	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
DLIDFOLG_01562	CDS	933	tus			DNA replication terminus site-binding protein
DLIDFOLG_01563	CDS	345	rstB	2.7.13.3		Sensor protein RstB
DLIDFOLG_01564	CDS	984				hypothetical protein
DLIDFOLG_01565	CDS	831	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DLIDFOLG_01566	CDS	816	ribX_1			Riboflavin transport system permease protein RibX
DLIDFOLG_01567	CDS	1419				hypothetical protein
DLIDFOLG_01568	CDS	333				hypothetical protein
DLIDFOLG_01569	CDS	909				hypothetical protein
DLIDFOLG_01570	CDS	141				hypothetical protein
DLIDFOLG_01571	CDS	834	cynR_2			HTH-type transcriptional regulator CynR
DLIDFOLG_01572	CDS	276	scoA_1	2.8.3.5	COG1788	Succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
DLIDFOLG_01573	CDS	483	scoA_2	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
DLIDFOLG_01574	CDS	657	scoB	2.8.3.5	COG2057	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit B
DLIDFOLG_01575	CDS	318				hypothetical protein
DLIDFOLG_01576	CDS	1593	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
DLIDFOLG_01577	CDS	786				hypothetical protein
DLIDFOLG_01578	CDS	990	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
DLIDFOLG_01579	CDS	717	gmuR		COG2188	HTH-type transcriptional regulator GmuR
DLIDFOLG_01580	CDS	1377	bglA_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglA
DLIDFOLG_01581	CDS	1113	ybiR		COG0471	Inner membrane protein YbiR
DLIDFOLG_01582	CDS	474	mntR		COG1321	Transcriptional regulator MntR
DLIDFOLG_01583	CDS	126	mntS			Small protein MntS
DLIDFOLG_01584	CDS	1581	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
DLIDFOLG_01585	CDS	513	ompX		COG3637	Outer membrane protein X
DLIDFOLG_01586	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
DLIDFOLG_01587	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
DLIDFOLG_01588	CDS	747	glnH_2		COG0834	Glutamine-binding periplasmic protein
DLIDFOLG_01589	CDS	660	glnP_1		COG0765	Glutamine transport system permease protein GlnP
DLIDFOLG_01590	CDS	723	glnQ_3		COG1126	Glutamine transport ATP-binding protein GlnQ
DLIDFOLG_01591	CDS	2196	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
DLIDFOLG_01592	CDS	915	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
DLIDFOLG_01593	CDS	615				hypothetical protein
DLIDFOLG_01594	CDS	261	mcbA			putative protein McbA
DLIDFOLG_01595	CDS	267	ybiI_1		COG1734	putative protein YbiI
DLIDFOLG_01596	CDS	261	bhsA_1			Multiple stress resistance protein BhsA
DLIDFOLG_01597	CDS	969	ybiB		COG0547	putative protein YbiB
DLIDFOLG_01598	CDS	2157	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
DLIDFOLG_01599	CDS	1356	rhlE_1	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
DLIDFOLG_01600	CDS	993	aptB_2	2.2.1.-	COG3958	Apulose-4-phosphate transketolase subunit B
DLIDFOLG_01601	CDS	846	aptA_2	2.2.1.-	COG3959	Apulose-4-phosphate transketolase subunit A
DLIDFOLG_01602	CDS	750	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
DLIDFOLG_01603	CDS	1332	gudP_1			putative glucarate transporter
DLIDFOLG_01604	CDS	924	perR			HTH-type transcriptional regulator PerR
DLIDFOLG_01605	CDS	660	cecR		COG1309	HTH-type transcriptional dual regulator CecR
DLIDFOLG_01606	CDS	996				hypothetical protein
DLIDFOLG_01607	CDS	1740	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
DLIDFOLG_01608	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
DLIDFOLG_01609	CDS	1107	ybhR_1		COG0842	putative multidrug ABC transporter permease YbhR
DLIDFOLG_01610	CDS	438	ybhQ			Inner membrane protein YbhQ
DLIDFOLG_01611	CDS	762				hypothetical protein
DLIDFOLG_01612	CDS	837				hypothetical protein
DLIDFOLG_01613	CDS	966	ybhN		COG0392	Inner membrane protein YbhN
DLIDFOLG_01614	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
DLIDFOLG_01615	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
DLIDFOLG_01616	CDS	249	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
DLIDFOLG_01617	CDS	489	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
DLIDFOLG_01618	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
DLIDFOLG_01619	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
DLIDFOLG_01620	CDS	906	ybhK		COG0391	Putative gluconeogenesis factor
DLIDFOLG_01621	CDS	1641	eptA	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
DLIDFOLG_01622	CDS	672	basR			Transcriptional regulatory protein BasR
DLIDFOLG_01623	CDS	1098	basS	2.7.13.3		Sensor protein BasS
DLIDFOLG_01624	CDS	93				hypothetical protein
DLIDFOLG_01625	CDS	2022	uvrB		COG0556	UvrABC system protein B
DLIDFOLG_01626	CDS	723	livF_1		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DLIDFOLG_01627	CDS	723	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
DLIDFOLG_01628	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
DLIDFOLG_01629	CDS	1158	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
DLIDFOLG_01630	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
DLIDFOLG_01631	CDS	1308	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
DLIDFOLG_01632	CDS	477				hypothetical protein
DLIDFOLG_01633	CDS	1383	proY_1		COG1113	Proline-specific permease ProY
DLIDFOLG_01634	CDS	1527	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
DLIDFOLG_01635	CDS	1689	hutU	4.2.1.49	COG2987	Urocanate hydratase
DLIDFOLG_01636	CDS	726	nagR		COG2188	HTH-type transcriptional repressor NagR
DLIDFOLG_01637	CDS	684	hutG_1	3.5.3.8	COG0010	Formimidoylglutamase
DLIDFOLG_01638	CDS	297	hutG_2	3.5.3.8		Formimidoylglutamase
DLIDFOLG_01639	CDS	1320	hutI	3.5.2.7	COG1228	Imidazolonepropionase
DLIDFOLG_01640	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
DLIDFOLG_01641	CDS	2688	ctpF_1	3.6.3.-	COG0474	putative cation-transporting ATPase F
DLIDFOLG_01642	CDS	432	uspG_3		COG0589	Universal stress protein UP12
DLIDFOLG_01643	CDS	111				hypothetical protein
DLIDFOLG_01644	CDS	1086	mdtA_2			Multidrug resistance protein MdtA
DLIDFOLG_01645	CDS	3066	bepE			Efflux pump membrane transporter BepE
DLIDFOLG_01646	CDS	966				hypothetical protein
DLIDFOLG_01647	CDS	507				hypothetical protein
DLIDFOLG_01648	CDS	213				hypothetical protein
DLIDFOLG_01649	CDS	555				hypothetical protein
DLIDFOLG_01650	CDS	735	bluR		COG0789	HTH-type transcriptional repressor BluR
DLIDFOLG_01651	CDS	1212	bluF_2			Blue light- and temperature-regulated antirepressor BluF
DLIDFOLG_01652	CDS	246	ycgZ			putative two-component-system connector protein YcgZ
DLIDFOLG_01653	CDS	306				hypothetical protein
DLIDFOLG_01654	CDS	267	ariR			putative two-component-system connector protein AriR
DLIDFOLG_01655	CDS	996	pgl_2	3.1.1.31	COG2706	6-phosphogluconolactonase
DLIDFOLG_01656	CDS	819	ybhA	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
DLIDFOLG_01657	CDS	1059	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
DLIDFOLG_01658	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
DLIDFOLG_01659	CDS	774	modA		COG0725	Molybdate-binding protein ModA
DLIDFOLG_01660	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
DLIDFOLG_01661	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
DLIDFOLG_01662	CDS	1122	roxA_1	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
DLIDFOLG_01663	CDS	534				hypothetical protein
DLIDFOLG_01664	CDS	267				hypothetical protein
DLIDFOLG_01665	CDS	1434	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
DLIDFOLG_01666	CDS	684	cusR		COG0745	Transcriptional regulatory protein CusR
DLIDFOLG_01667	CDS	1386	cusC_1		COG1538	Cation efflux system protein CusC
DLIDFOLG_01668	CDS	348	cusF		COG5569	Cation efflux system protein CusF
DLIDFOLG_01669	CDS	1263	cusB			Cation efflux system protein CusB
DLIDFOLG_01670	CDS	3150	cusA		COG3696	Cation efflux system protein CusA
DLIDFOLG_01671	CDS	348				hypothetical protein
DLIDFOLG_01672	CDS	534	blc_2		COG3040	Outer membrane lipoprotein Blc
DLIDFOLG_01673	CDS	729	mlrA		COG0789	HTH-type transcriptional regulator MlrA
DLIDFOLG_01674	CDS	435				hypothetical protein
DLIDFOLG_01675	CDS	720				hypothetical protein
DLIDFOLG_01676	CDS	894	yjiE			HTH-type transcriptional regulator YjiE
DLIDFOLG_01677	CDS	720	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
DLIDFOLG_01678	CDS	876	glnQ_4	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
DLIDFOLG_01679	CDS	1287				hypothetical protein
DLIDFOLG_01680	CDS	915	livH_1		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
DLIDFOLG_01681	CDS	1065	livJ_1		COG0683	Leu/Ile/Val/Thr-binding protein
DLIDFOLG_01682	CDS	2295	tdcE	2.3.1.-	COG1882	PFL-like enzyme TdcE
DLIDFOLG_01683	CDS	1143	tdcD	2.7.2.15	COG0282	Propionate kinase
DLIDFOLG_01684	CDS	1332	tdcC		COG0814	Threonine/serine transporter TdcC
DLIDFOLG_01685	CDS	990	tdcB	4.3.1.19	COG1171	L-threonine dehydratase catabolic TdcB
DLIDFOLG_01686	CDS	942	tsaR_1			HTH-type transcriptional regulator TsaR
DLIDFOLG_01687	CDS	291				hypothetical protein
DLIDFOLG_01688	CDS	447				hypothetical protein
DLIDFOLG_01689	CDS	1041				hypothetical protein
DLIDFOLG_01690	CDS	858				hypothetical protein
DLIDFOLG_01691	CDS	747				hypothetical protein
DLIDFOLG_01692	CDS	816			COG1305	putative protein
DLIDFOLG_01693	CDS	930			COG2307	putative protein
DLIDFOLG_01694	CDS	1440			COG2308	putative protein
DLIDFOLG_01695	CDS	1746	treA	3.2.1.28	COG1626	Periplasmic trehalase
DLIDFOLG_01696	CDS	2121	fhuA_2		COG1629	Ferrichrome outer membrane transporter/phage receptor
DLIDFOLG_01697	CDS	612	emtA	4.2.2.-	COG0741	Endo-type membrane-bound lytic murein transglycosylase A
DLIDFOLG_01698	CDS	915	ldcA	3.4.17.13	COG1619	Murein tetrapeptide carboxypeptidase
DLIDFOLG_01699	CDS	324				hypothetical protein
DLIDFOLG_01700	CDS	141				hypothetical protein
DLIDFOLG_01701	CDS	837				hypothetical protein
DLIDFOLG_01702	CDS	420	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
DLIDFOLG_01703	CDS	642				hypothetical protein
DLIDFOLG_01704	CDS	123				hypothetical protein
DLIDFOLG_01705	CDS	258				IS1380 family transposase ISEcp1
DLIDFOLG_01706	CDS	549				hypothetical protein
DLIDFOLG_01707	CDS	564				hypothetical protein
DLIDFOLG_01708	CDS	771	budC	1.1.1.304		Diacetyl reductase [(S)-acetoin forming]
DLIDFOLG_01709	CDS	1083	budB	2.2.1.6	COG0028	Acetolactate synthase, catabolic
DLIDFOLG_01710	CDS	780	budA	4.1.1.5		Alpha-acetolactate decarboxylase
DLIDFOLG_01711	CDS	873	benM_2			HTH-type transcriptional regulator BenM
DLIDFOLG_01712	CDS	771	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
DLIDFOLG_01713	CDS	1392				hypothetical protein
DLIDFOLG_01714	CDS	924	hbd	1.1.1.157	COG1250	3-hydroxybutyryl-CoA dehydrogenase
DLIDFOLG_01715	CDS	486	thlA_1	2.3.1.9	COG0183	Acetyl-CoA acetyltransferase
DLIDFOLG_01716	CDS	513	hypD		COG0409	Hydrogenase maturation factor HypD
DLIDFOLG_01717	CDS	1011	hypE	4.2.1.-	COG0309	Carbamoyl dehydratase HypE
DLIDFOLG_01718	CDS	2073	fhlA		COG3604	Formate hydrogenlyase transcriptional activator
DLIDFOLG_01719	CDS	1401	gmuD_1	3.2.1.86	COG2723	6-phospho-beta-glucosidase GmuD
DLIDFOLG_01720	CDS	2193				hypothetical protein
DLIDFOLG_01721	CDS	1338	scrY_1			Sucrose porin
DLIDFOLG_01722	CDS	1500	licC_2		COG1455	Lichenan permease IIC component
DLIDFOLG_01723	CDS	315	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
DLIDFOLG_01724	CDS	1323	licC_3		COG1455	Lichenan permease IIC component
DLIDFOLG_01725	CDS	315	chbA_1		COG1447	PTS system N,N'-diacetylchitobiose-specific EIIA component
DLIDFOLG_01726	CDS	915	mak_1	2.7.1.4	COG1940	Fructokinase
DLIDFOLG_01727	CDS	963	galR_2		COG1609	HTH-type transcriptional regulator GalR
DLIDFOLG_01728	CDS	918			COG0803	putative periplasmic iron-binding protein
DLIDFOLG_01729	CDS	822	mntB_1		COG1121	Manganese transport system ATP-binding protein MntB
DLIDFOLG_01730	CDS	849	mntB_2			Manganese transport system membrane protein MntB
DLIDFOLG_01731	CDS	855	mntB_3			Manganese transport system membrane protein MntB
DLIDFOLG_01732	CDS	396				hypothetical protein
DLIDFOLG_01733	CDS	888	tsaR_2			HTH-type transcriptional regulator TsaR
DLIDFOLG_01734	CDS	942				hypothetical protein
DLIDFOLG_01735	CDS	1710	ilvI_1	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
DLIDFOLG_01736	CDS	294				hypothetical protein
DLIDFOLG_01737	CDS	2364				hypothetical protein
DLIDFOLG_01738	CDS	858				hypothetical protein
DLIDFOLG_01739	CDS	537				hypothetical protein
DLIDFOLG_01740	CDS	180				hypothetical protein
DLIDFOLG_01741	CDS	192				hypothetical protein
DLIDFOLG_01742	CDS	2358	polB	2.7.7.7	COG0417	DNA polymerase II
DLIDFOLG_01743	CDS	696	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase AraD
DLIDFOLG_01744	CDS	1503	araA	5.3.1.4	COG2160	L-arabinose isomerase
DLIDFOLG_01745	CDS	1710	araB_1	2.7.1.16	COG1069	Ribulokinase
DLIDFOLG_01746	CDS	846	araC_2			Arabinose operon regulatory protein
DLIDFOLG_01747	CDS	768	yabI_1		COG0586	Inner membrane protein YabI
DLIDFOLG_01748	CDS	702	thiQ	3.6.3.-	COG3840	Thiamine import ATP-binding protein ThiQ
DLIDFOLG_01749	CDS	1611				hypothetical protein
DLIDFOLG_01750	CDS	984	thiB		COG4143	Thiamine-binding periplasmic protein
DLIDFOLG_01751	CDS	1656	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
DLIDFOLG_01752	CDS	153				hypothetical protein
DLIDFOLG_01753	CDS	1185	setA			Sugar efflux transporter A
DLIDFOLG_01754	CDS	1311	gudP_2			putative glucarate transporter
DLIDFOLG_01755	CDS	897	gltC_1			HTH-type transcriptional regulator GltC
DLIDFOLG_01756	CDS	756	aroD	4.2.1.10	COG0710	3-dehydroquinate dehydratase
DLIDFOLG_01757	CDS	1215	ydiM			Inner membrane transport protein YdiM
DLIDFOLG_01758	CDS	864	aroE_1	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
DLIDFOLG_01759	CDS	2034		1.-.-.-		NADH oxidase
DLIDFOLG_01760	CDS	606	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
DLIDFOLG_01761	CDS	1401	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
DLIDFOLG_01762	CDS	1092	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
DLIDFOLG_01763	CDS	1572	leuA_1	2.3.3.13	COG0119	2-isopropylmalate synthase
DLIDFOLG_01764	CDS	951	leuO			HTH-type transcriptional regulator LeuO
DLIDFOLG_01765	CDS	1725	ilvI_2	2.2.1.6	COG0028	Acetolactate synthase isozyme 3 large subunit
DLIDFOLG_01766	CDS	492	ilvH	2.2.1.6	COG0440	Acetolactate synthase isozyme 3 small subunit
DLIDFOLG_01767	CDS	1005	cra_1		COG1609	Catabolite repressor/activator
DLIDFOLG_01768	CDS	459	mraZ		COG2001	Transcriptional regulator MraZ
DLIDFOLG_01769	CDS	942	rsmH	2.1.1.199	COG0275	Ribosomal RNA small subunit methyltransferase H
DLIDFOLG_01770	CDS	366	ftsL		COG3116	Cell division protein FtsL
DLIDFOLG_01771	CDS	1767	ftsI_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
DLIDFOLG_01772	CDS	1488	murE	6.3.2.13	COG0769	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
DLIDFOLG_01773	CDS	1359	murF	6.3.2.10	COG0770	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
DLIDFOLG_01774	CDS	1083	mraY	2.7.8.13	COG0472	Phospho-N-acetylmuramoyl-pentapeptide-transferase
DLIDFOLG_01775	CDS	1317	murD	6.3.2.9	COG0771	UDP-N-acetylmuramoylalanine--D-glutamate ligase
DLIDFOLG_01776	CDS	1275	ftsW	2.4.1.129	COG0772	putative peptidoglycan glycosyltransferase FtsW
DLIDFOLG_01777	CDS	1047	murG	2.4.1.227	COG0707	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
DLIDFOLG_01778	CDS	279	murC_1	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
DLIDFOLG_01779	CDS	1248	murC_2	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
DLIDFOLG_01780	CDS	921	ddlB	6.3.2.4	COG1181	D-alanine--D-alanine ligase B
DLIDFOLG_01781	CDS	831	ftsQ		COG1589	Cell division protein FtsQ
DLIDFOLG_01782	CDS	1263	ftsA_2		COG0849	Cell division protein FtsA
DLIDFOLG_01783	CDS	1152	ftsZ		COG0206	Cell division protein FtsZ
DLIDFOLG_01784	CDS	918	lpxC	3.5.1.108	COG0774	UDP-3-O-acyl-N-acetylglucosamine deacetylase
DLIDFOLG_01785	CDS	504	secM			Secretion monitor
DLIDFOLG_01786	CDS	2706	secA		COG0653	Protein translocase subunit SecA
DLIDFOLG_01787	CDS	393	mutT	3.6.1.55	COG0494	8-oxo-dGTP diphosphatase
DLIDFOLG_01788	CDS	195	yacG		COG3024	DNA gyrase inhibitor YacG
DLIDFOLG_01789	CDS	744	zapD		COG4582	Cell division protein ZapD
DLIDFOLG_01790	CDS	621	coaE	2.7.1.24	COG0237	Dephospho-CoA kinase
DLIDFOLG_01791	CDS	1044	guaC	1.7.1.7	COG0516	GMP reductase
DLIDFOLG_01792	CDS	1206	epsF_2		COG1459	Type II secretion system protein F
DLIDFOLG_01793	CDS	1386	epsE_2		COG2804	Type II secretion system protein E
DLIDFOLG_01794	CDS	432				hypothetical protein
DLIDFOLG_01795	CDS	894	nadC	2.4.2.19	COG0157	Nicotinate-nucleotide pyrophosphorylase [carboxylating]
DLIDFOLG_01796	CDS	564	ampD	3.5.1.28	COG3023	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD
DLIDFOLG_01797	CDS	855	ampE		COG3725	Protein AmpE
DLIDFOLG_01798	CDS	951		3.2.1.55	COG3940	Extracellular exo-alpha-(1->5)-L-arabinofuranosidase
DLIDFOLG_01799	CDS	264				hypothetical protein
DLIDFOLG_01800	CDS	1053	yicJ_1		COG2211	Inner membrane symporter YicJ
DLIDFOLG_01801	CDS	1371	aroP_2		COG1113	Aromatic amino acid transport protein AroP
DLIDFOLG_01802	CDS	780	pdhR		COG2186	Pyruvate dehydrogenase complex repressor
DLIDFOLG_01803	CDS	2664	aceE	1.2.4.1	COG2609	Pyruvate dehydrogenase E1 component
DLIDFOLG_01804	CDS	1899	aceF	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
DLIDFOLG_01805	CDS	1425	lpdA	1.8.1.4	COG1249	Dihydrolipoyl dehydrogenase
DLIDFOLG_01806	CDS	285				hypothetical protein
DLIDFOLG_01807	CDS	807				hypothetical protein
DLIDFOLG_01808	CDS	1608				hypothetical protein
DLIDFOLG_01809	CDS	2598	acnB	4.2.1.3	COG1049	Aconitate hydratase B
DLIDFOLG_01810	CDS	363				hypothetical protein
DLIDFOLG_01811	CDS	795	speD	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
DLIDFOLG_01812	CDS	861	speE	2.5.1.-	COG0421	Polyamine aminopropyltransferase
DLIDFOLG_01813	CDS	1860				hypothetical protein
DLIDFOLG_01814	CDS	411				hypothetical protein
DLIDFOLG_01815	CDS	360				hypothetical protein
DLIDFOLG_01816	CDS	1599	cueO		COG2132	Blue copper oxidase CueO
DLIDFOLG_01817	CDS	2391	gcd	1.1.5.2	COG4993	Quinoprotein glucose dehydrogenase
DLIDFOLG_01818	CDS	537	hpt	2.4.2.8	COG0634	Hypoxanthine phosphoribosyltransferase
DLIDFOLG_01819	CDS	663	can_1	4.2.1.1	COG0288	Carbonic anhydrase 2
DLIDFOLG_01820	CDS	927	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
DLIDFOLG_01821	CDS	771	yadH		COG0842	Inner membrane transport permease YadH
DLIDFOLG_01822	CDS	441				hypothetical protein
DLIDFOLG_01823	CDS	1254				hypothetical protein
DLIDFOLG_01824	CDS	381	panD	4.1.1.11		Aspartate 1-decarboxylase
DLIDFOLG_01825	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
DLIDFOLG_01826	CDS	792	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
DLIDFOLG_01827	CDS	480	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
DLIDFOLG_01828	CDS	1362	pcnB	2.7.7.19	COG0617	Poly(A) polymerase I
DLIDFOLG_01829	CDS	882	gluQ	6.1.1.-	COG0008	Glutamyl-Q tRNA(Asp) synthetase
DLIDFOLG_01830	CDS	456	dksA		COG1734	RNA polymerase-binding transcription factor DksA
